md5key,rawtext,substitutetext,targetlanguage,contextid
41f7ce8e169de416748d6f4fad773533,Your answer is partially correct.,,id,537
c1815f1bcacf5faf00e549ae67446514,Your answer is incorrect.,,id,537
14fdba36c347e1c8f07066a5a5d78a89,It is not my concern as our organisation is responsible for that.,Ini bukan urusan saya karena organisasi kami bertanggung jawab atas hal itu.,id,537
a6055ea264724be4c1e78a9fee148378,"<p dir=""ltr"" style=""text-align: left;"">While your organisation might be responsible for it, all online educators should have at least some understanding.</p>","<p dir=""ltr"" style=""text-align: left;"">Meskipun organisasi Anda mungkin bertanggung jawab atas hal ini, semua pendidik daring setidaknya harus memiliki beberapa pemahaman.</p>",id,537
3a24f662bdf9b73dc0a4b0a4432edd09,I have some understanding but am happy to learn more.,Saya memiliki sejumlah pemahaman tetapi saya senang untuk belajar lebih banyak.,id,537
b7a0ee64f7283be617c561df055785a6,"<p dir=""ltr"" style=""text-align: left;"">This is a good start. Depending on your other experience you might be ready to take the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik. Tergantung pada pengalaman Anda yang lain, Anda mungkin siap untuk mengambil MEC.</p>",id,537
e3034e4923e824be4ab09e9289a460c6,I have a good understanding of these and am able to explain them to others.,Saya memiliki pemahaman yang baik tentang hal ini dan mampu menjelaskannya kepada orang lain.,id,537
207e32b7baeda9e26f978bf216146541,"<p dir=""ltr"" style=""text-align: left;"">Great! An understanding of these is very beneficial to MEC candidates.</p>","<p dir=""ltr"" style=""text-align: left;"">Hebat! Pemahaman akan hal ini sangat bermanfaat bagi calon MEC.</p>",id,537
969b9f47d46cda6f1a90ff7d87ecd17b,"<p dir=""ltr"" style=""text-align: left;"">How often do you think about the following when you create activities?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Learners with limited sight or hearing?</li><li>Learners with dyslexia?</li><li>Learners on the autistic spectrum?</li><li>Learners who are in areas with poor internet connections?</li></ul><p></p><p dir=""ltr"" style=""text-align: left;""><br></p>","<p dir=""ltr"" style=""text-align: left;"">Seberapa sering Anda memikirkan hal berikut saat membuat aktivitas?</p><p dir=""ltr"" style=""text-align: left ;""></p><ul><li>Peserta didik dengan keterbatasan penglihatan atau pendengaran?</li><li>Peserta didik dengan disleksia?</li><li>Peserta didik dalam spektrum autis?</li><li >Peserta didik yang berada di area dengan koneksi internet buruk?</li></ul><p></p><p dir=""ltr"" style=""text-align: left;""><br></p >",id,537
1546cea22f88e700887ead24083eec5c,Your answer is correct.,,id,537
93fcdf441a1fc51d6ec18f35835df2d0,Your answer is partially correct.,,id,537
2923cd2099b623ccd800d2ffedb933d7,Your answer is incorrect.,,id,537
742c6cd594711ca14f3c6bb4d55c1a17,"<p dir=""ltr"" style=""text-align: left;"">My learners are not in any of these situations, so it is not a problem for me at the moment.</p>","<p dir=""ltr"" style=""text-align: left;"">Peserta didik saya tidak berada dalam situasi ini, jadi ini bukan masalah bagi saya saat ini.</p>",id,537
a761ab7e49f3b1ad6ab022087c022fb4,"<p dir=""ltr"" style=""text-align: left;"">How do you know? Some disabilities or learning challenges are not always obvious.&nbsp;</p>","<p dir=""ltr"" style=""text-align: left;"">Bagaimana kamu tahu? Beberapa kecacatan atau tantangan belajar tidak selalu terlihat jelas.&nbsp;</p>",id,537
6ac8cc1bc8d9016734d34523d18f2d61,"<p dir=""ltr"" style=""text-align: left;"">I try to make my activities suitable for all learners, but I am not yet fully confident.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya mencoba membuat aktivitas saya cocok untuk semua peserta didik, namun saya belum sepenuhnya percaya diri.</p>",id,537
1cb8b79b23f3bf2b944c6abe95920541,"<p dir=""ltr"" style=""text-align: left;"">This is a good start. You might benefit from exploring the subject more before applying for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik. Anda mungkin mendapat manfaat dengan mempelajari subjek ini lebih lanjut sebelum mengajukan permohonan MEC.</p>",id,537
2eb697143eb238c2e962ba7e275ecd49,"<p dir=""ltr"" style=""text-align: left;"">I always consider my learners' needs and am confident in the areas of accessiblity and usability.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya selalu mempertimbangkan kebutuhan peserta didik saya dan yakin dengan bidang aksesibilitas dan kegunaan.</p>",id,537
7b7a225011a2fb18a7b5dbc2083d593a,"<p dir=""ltr"" style=""text-align: left;"">A strong MEC candidate will be very aware of learners' needs, so your answer is very promising.</p>","<p dir=""ltr"" style=""text-align: left;"">Kandidat MEC yang kuat akan sangat menyadari kebutuhan peserta didik, sehingga jawaban Anda sangat menjanjikan.</p>",id,537
97d448847320dd98bb9dee721900dfc2,"<p dir=""ltr"" style=""text-align: left;"">Which of the following do your learners do in your Moodle courses?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>They work together in a collaborative document (Wiki or other collaborative tool).</li><li>They contribute to Glossaries or Database activities.</li><li>They engage in gamified activities you have set up for them.</li><li>They participate in peer assessment in a Workshop activity (or informally with ratings in a Forum).</li></ul><p></p>","<p dir=""ltr"" style=""text-align: left;"">Manakah dari berikut ini yang dilakukan peserta didik Anda dalam kursus Moodle Anda?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Mereka bekerja sama dalam dokumen kolaboratif (Wiki atau alat kolaboratif lainnya).</li><li>Mereka berkontribusi pada aktivitas Glosarium atau Basis Data.</li><li>Mereka terlibat dalam aktivitas gamifikasi yang telah Anda siapkan untuk mereka.</li><li>Mereka berpartisipasi dalam penilaian oleh rekan dalam aktivitas Lokakarya (atau secara informal dengan memberi penilaian dalam Forum).</li></ul><p></p>",id,537
57156f1e32e1d4118767aea58fab9f7b,Your answer is correct.,,id,537
656e9d02d00da58b1e644583e06f7a71,Your answer is partially correct.,,id,537
fc79e53a6bf77cb6e7c97b29bbb0f246,Your answer is incorrect.,,id,537
d7f67c4c994af82ef8c794aa331f78a8,I haven't yet set up these activities (or it is not appropriate to set up these activities) for my learners.,Saya belum menyiapkan aktivitas ini (atau tidak tepat dalam menyiapkan aktivitas ini) untuk peserta didik saya.,id,537
22eab1023f6241617d450c56fde4a990,"<p dir=""ltr"" style=""text-align: left;"">This is unfortunate, as it is helpful to have experience with different approaches to learning.</p>","<p dir=""ltr"" style=""text-align: left;"">Hal ini sangat disayangkan, karena memiliki pengalaman dengan berbagai pendekatan pembelajaran akan sangat membantu.</p>",id,537
b412051b0316502f508fe25b6b38981f,"<p dir=""ltr"" style=""text-align: left;"">My learners have tried one or two of these activities.</p>","<p dir=""ltr"" style=""text-align: left;"">Peserta didik saya telah mencoba satu atau dua aktivitas ini.</p>",id,537
e9220954ca475acecefcf65c9678b507,"<p dir=""ltr"" style=""text-align: left;"">This is a start. You might like to explore different approaches some more if you want to apply for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah permulaan. Anda mungkin ingin menjelajahi pendekatan yang berbeda lagi jika ingin mengajukan permohonan MEC.</p>",id,537
970709fc634da0c9162cb4a03ad3b730,"<p dir=""ltr"" style=""text-align: left;"">My learners have tried three or four of these activities and we do at least two of them regularly.</p>","<p dir=""ltr"" style=""text-align: left;"">Peserta didik saya telah mencoba tiga atau empat aktivitas ini dan kami melakukan setidaknya dua di antaranya secara rutin.</p>",id,537
d173ffc3d22e39746a6ae09f7771d004,"<p dir=""ltr"" style=""text-align: left;"">Great! Your experience suggests you are ready for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Hebat! Pengalaman Anda menunjukkan bahwa Anda siap untuk MEC.</p>",id,537
3209dfd06f686222bdc434bdb089c93c,"<p dir=""ltr"" style=""text-align: left;"">Do you have any teaching qualifications (for example, a Teaching Certificate, a Masters in Education) ?</p>","<p dir=""ltr"" style=""text-align: left;"">Apakah Anda memiliki kualifikasi mengajar (misalnya, Sertifikat Mengajar, Magister Pendidikan)?</p>",id,537
be8bfbaf073f466edaa9664af8f497e3,Your answer is correct.,,id,537
560f5352f9644cadcef2e87cd9429893,Your answer is partially correct.,,id,537
bb34f674ac6183ed0e4e543ed73eef24,Your answer is incorrect.,,id,537
096ee10dd36508bb50be3717c7766ffe,No&nbsp; I have no official teaching qualification and I am new to online teaching.,Tidak&nbsp; Saya tidak memiliki kualifikasi mengajar resmi dan saya baru dalam pengajaran online.,id,537
c339c4c61f592f02ce277dc08ad99282,"<p dir=""ltr"" style=""text-align: left;"">Although a teaching qualification is not essential, you do need online teaching experience.</p>","<p dir=""ltr"" style=""text-align: left;"">Meskipun kualifikasi mengajar tidak penting, Anda memerlukan pengalaman mengajar online.</p>",id,537
cc8339dbc6e2e24aeae3805b9d2152a6,No I have no official teaching qualification but I am experienced in teaching online.,"Tidak, saya tidak memiliki kualifikasi mengajar resmi tetapi saya berpengalaman dalam mengajar online.",id,537
1a37d710eb78e3cd146d9e08f7461bbd,"<p dir=""ltr"" style=""text-align: left;"">A teaching qualification is recommended but not essential. However experience in teaching online is essential.</p>","<p dir=""ltr"" style=""text-align: left;"">Kualifikasi mengajar direkomendasikan tetapi tidak penting. Namun pengalaman mengajar daring itu penting.</p>",id,537
c4abd5735fa60588d5a4b77c1367800d,"<p dir=""ltr"" style=""text-align: left;"">Yes I have an official teaching qualification.</p>","<p dir=""ltr"" style=""text-align: left;"">Ya, saya memiliki kualifikasi mengajar resmi.</p>",id,537
52d0a76e9aa01791f62b6afbd3fe4a37,"<p dir=""ltr"" style=""text-align: left;"">Very good! A teaching qualification is recommended but not essential. However, experience teaching online is essential.</p>","<p dir=""ltr"" style=""text-align: left;"">Bagus sekali! Kualifikasi mengajar direkomendasikan tetapi tidak penting. Namun, pengalaman mengajar daring itu penting.</p>",id,537
4a16a3baf83da6302127a4974cfd6ae2,"<p dir=""ltr"" style=""text-align: left;"">How long have you been teaching classes with Moodle?</p>","<p dir=""ltr"" style=""text-align: left;"">Sudah berapa lama Anda mengajar kelas dengan Moodle?</p>",id,537
53c8fe2b5de15202dcb79b373856c788,Your answer is correct.,,id,537
4c38158e4569a1f2eed0a5e46187069c,Your answer is partially correct.,,id,537
f5fa5036597a32ea2ff7aa04be937b60,Your answer is incorrect.,,id,537
0b575ae1daba71627dacbbbca092691a,"<p dir=""ltr"" style=""text-align: left;"">Less than six months.</p>","<p dir=""ltr"" style=""text-align: left;"">Kurang dari enam bulan.</p>",id,537
009e017175aebcf1f9a0c6bc5c78f31e,"<p dir=""ltr"" style=""text-align: left;"">This is not really enough to do the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini tidak cukup untuk melakukan MEC.</p>",id,537
d9183391c8ea0ebac0aa8f0fb8f554c5,"<p dir=""ltr"" style=""text-align: left;"">More than six months but less than 12 months.</p>","<p dir=""ltr"" style=""text-align: left;"">Lebih dari enam bulan tetapi kurang dari 12 bulan.</p>",id,537
6b05247d9d7b53aa13aada60d70051e8,"<p dir=""ltr"" style=""text-align: left;"">This might be enough to start the MEC, depending on other training and qualifications.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini mungkin cukup untuk memulai MEC, bergantung pada pelatihan dan kualifikasi lainnya.</p>",id,537
13ce31e4ca15588f41e8071f0bb8a425,"<p dir=""ltr"" style=""text-align: left;"">More than a year.</p>","<p dir=""ltr"" style=""text-align: left;"">Lebih dari setahun.</p>",id,537
caf1c645295e0fbd0a51f5d6ee3ce39a,"<p dir=""ltr"" style=""text-align: left;"">This is enough to start the MEC. Great!</p>","<p dir=""ltr"" style=""text-align: left;"">Ini cukup untuk memulai MEC. Hebat!</p>",id,537
ca9a7c665be9b7a14263d45e17bc913d,"<p dir=""ltr"" style=""text-align: left;"">Have you created online courses yourself with Moodle?</p>","<p dir=""ltr"" style=""text-align: left;"">Sudahkah Anda membuat kursus online sendiri dengan Moodle?</p>",id,537
1f0a705b94e0bc28c95dabaff33eb326,Your answer is correct.,,id,537
0d665314b5748df9a169834b3beff3e5,Your answer is partially correct.,,id,537
ca26c575bbc9a5921fa5cd079274bec5,Your answer is incorrect.,,id,537
803d69b8480655fd8116fcbf07adb9ff,"<p dir=""ltr"" style=""text-align: left;"">No - I use courses developed by others, for example by my organisation or professionally produced courses.</p>","<p dir=""ltr"" style=""text-align: left;"">Tidak - Saya menggunakan kursus yang dikembangkan oleh orang lain, misalnya oleh organisasi saya atau kursus yang diproduksi secara profesional.</p>",id,537
9d8e166315f54bece3d6afdf5ada8d91,"<p dir=""ltr"" style=""text-align: left;"">You really need experience creating your own courses in Moodle to start the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Anda benar-benar memerlukan pengalaman membuat kursus Anda sendiri di Moodle untuk memulai MEC.</p>",id,537
6ef9ad971ee929b1363db48a0d061c1a,"<p dir=""ltr"" style=""text-align: left;"">I have made at least one course, for example during basic Moodle training.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya telah membuat setidaknya satu kursus, misalnya pada pelatihan dasar Moodle.</p>",id,537
06fbb7308bb093c47deea750a0120a66,"<p dir=""ltr"" style=""text-align: left;"">This might be enough to start the MEC, depending on other training and qualifications. It would be better if you have more experience creating courses before applying for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini mungkin cukup untuk memulai MEC, bergantung pada pelatihan dan kualifikasi lainnya. Akan lebih baik jika Anda memiliki pengalaman lebih dalam membuat kursus sebelum mendaftar MEC.</p>",id,537
b840ce7dd5b617d9997efcb3db511ba6,"<p dir=""ltr"" style=""text-align: left;"">Yes, I regularly create my own Moodle courses.</p>","<p dir=""ltr"" style=""text-align: left;"">Ya, saya secara teratur membuat kursus Moodle saya sendiri.</p>",id,537
782cf6a48d515c8f7fb45c2d3afe67f1,"<p dir=""ltr"" style=""text-align: left;"">This is good. You are probably a good candidate to start the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini bagus. Anda mungkin merupakan kandidat yang baik untuk memulai MEC.</p>",id,537
a3315ad2b97c55f1a84575b05f5ee016,"<p dir=""ltr"" style=""text-align: left;"">How do you ensure your learners behave safely and responsibly in your courses?</p>","<p dir=""ltr"" style=""text-align: left;"">Bagaimana Anda memastikan peserta didik Anda berperilaku aman dan bertanggung jawab dalam kursus Anda?</p>",id,537
b638f1d73cddced0d081ef6de58a5149,Your answer is correct.,,id,537
37fd8bb71b3bceb7bc8e202b2bb05afe,Your answer is partially correct.,,id,537
5fe3584b73ec27d3e1e6875079cb39f7,Your answer is incorrect.,,id,537
df9d0f63e06205a83ffe38497344d88e,"<p dir=""ltr"" style=""text-align: left;"">I do not need to do this as my learners are mature and already responsible online.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya tidak perlu melakukan ini karena peserta didik saya sudah dewasa dan sudah bertanggung jawab secara daring.</p>",id,537
7b9d400685aa72ad6dda1de20249dcc9,"<p dir=""ltr"" style=""text-align: left;"">Are you sure you can make assumptions like that?</p>","<p dir=""ltr"" style=""text-align: left;"">Apakah Anda yakin bisa membuat asumsi seperti itu?</p>",id,537
7f6eb209633327156a27448744fa6b60,"<p dir=""ltr"" style=""text-align: left;"">I remind them at the start of the course about good online behaviour.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya mengingatkan mereka di awal kursus tentang perilaku online yang baik.</p>",id,537
f11318677850343047fd3eb7c41e8137,"<p dir=""ltr"" style=""text-align: left;"">That is better than nothing. Have you considered how you will monitor and ensure this?</p>","<p dir=""ltr"" style=""text-align: left;"">Itu lebih baik daripada tidak sama sekali. Sudahkah Anda mempertimbangkan bagaimana Anda akan memantau dan memastikan hal ini?</p>",id,537
0cbc884bddc5acba189ab3ce22c67665,"<p dir=""ltr"" style=""text-align: left;"">Together we agree upon course rules of conduct and we regularly discuss and review online safety in general.</p>","<p dir=""ltr"" style=""text-align: left;"">Bersama-sama kita menyepakati aturan perilaku kursus dan secara rutin mendiskusikan dan meninjau keselamatan daring secara umum.</p>",id,537
2489a972daa07ad2bd3b0bd38c224eb3,"<p dir=""ltr"" style=""text-align: left;"">You have a good attitude and appear to be ready for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Anda memiliki sikap yang baik dan tampaknya siap menghadapi MEC.</p>",id,537
0d8c4970c4ad185cf06c48c7b3384d7c,"<p dir=""ltr"" style=""text-align: left;"">How often do you give your learners the opportunity to use digital technology in a creative way in your courses?</p>","<p dir=""ltr"" style=""text-align: left;"">Seberapa sering Anda memberikan kesempatan kepada peserta didik untuk menggunakan teknologi digital dengan cara yang kreatif dalam kursus Anda?</p>",id,537
9f392ec4207e1705bef573631604f828,Your answer is correct.,,id,537
6011f14ce142e53d72bb553c461ad5ee,Your answer is partially correct.,,id,537
663c05ed6d1dc9af4118723339422200,Your answer is incorrect.,,id,537
712791d8ef627dd5839b7c6f1f72ff74,"<p dir=""ltr"" style=""text-align: left;"">Never or very rarely, because&nbsp; it is not appropriate to the courses I teach.</p>","<p dir=""ltr"" style=""text-align: left;"">Tidak pernah atau sangat jarang, karena&nbsp; tidak sesuai dengan mata kuliah yang saya ajar.</p>",id,537
2d9695fed1a2a7f6c1743935cebeed48,"<p dir=""ltr"" style=""text-align: left;"">That's unfortunate, since you will need to be competent in this as part of your MEC certification.</p>","<p dir=""ltr"" style=""text-align: left;"">Sangat disayangkan, karena Anda harus kompeten dalam hal ini sebagai bagian dari sertifikasi MEC Anda.</p>",id,537
638adf7da2c895f871ed3013dd8707f1,"<p dir=""ltr"" style=""text-align: left;"">I will sometimes ask them to upload digital artefacts (audio, video) as assignment submissions.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya terkadang meminta mereka untuk mengunggah artefak digital (audio, video) sebagai penyerahan tugas.</p>",id,537
53fe1ffae2382758215696bb9b528459,"<p dir=""ltr"" style=""text-align: left;"">This is a start. You'll need to be competent in this as part of your MEC certification.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah permulaan. Anda harus kompeten dalam hal ini sebagai bagian dari sertifikasi MEC Anda.</p>",id,537
59461cd8500d3f79e9ae7c803eac2697,"<p dir=""ltr"" style=""text-align: left;"">I encourage them regularly to create and share digital resources as part of their learning, and I guide them in the best tools to use.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya mendorong mereka secara teratur untuk membuat dan berbagi sumber daya digital sebagai bagian dari pembelajaran mereka, dan saya membimbing mereka menggunakan alat terbaik yang tersedia.</p>",id,537
ab3a65d27a64984f0f7bf7a0e7fdbebe,"<p dir=""ltr"" style=""text-align: left;"">Great! Your experience will be beneficial when doing the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Hebat! Pengalaman Anda akan bermanfaat saat melakukan MEC.</p>",id,537
355a6678bef6dfe97329b2d94fc7ba65,"<p dir=""ltr"" style=""text-align: left;"">How often do you share experiences and resources with colleagues inside and outside of your organisation?</p>","<p dir=""ltr"" style=""text-align: left;"">Seberapa sering Anda berbagi pengalaman dan sumber daya dengan kolega di dalam dan di luar organisasi Anda?</p>",id,537
bccd624800e031078a0718e98dc3006e,Your answer is correct.,,id,537
bc5f8ca7dd5179c9ba06b6bf766fa0b4,Your answer is partially correct.,,id,537
ca0bcb4cf1f659192d61a951c10f3c96,Your answer is incorrect.,,id,537
8aeadff5df18e4e3dc0bca727e6cda81,"<p dir=""ltr"" style=""text-align: left;"">I sometimes share with my colleagues inside our organisation but I don't share outside the organisation.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya terkadang berbagi dengan kolega saya di dalam organisasi kami, tetapi saya tidak berbagi di luar organisasi.</p>",id,537
942f0f320c9367ea047ead4e5a90ab4e,"<p dir=""ltr"" style=""text-align: left;"">As an experienced online educator, you should be sharing outside your organisation where appropriate.</p>","<p dir=""ltr"" style=""text-align: left;"">Sebagai pendidik daring berpengalaman, Anda harus berbagi di luar organisasi jika diperlukan.</p>",id,537
d2c05925f281d1006208630d5c6e601d,"<p dir=""ltr"" style=""text-align: left;"">I sometimes share with colleagues inside our organisation and also sometimes with colleagues outside our organisation.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya terkadang berbagi dengan kolega di dalam organisasi kami dan terkadang juga dengan kolega di luar organisasi kami.</p>",id,537
68c3e1dc853d6a7e10209b6d639a6fcb,"<p dir=""ltr"" style=""text-align: left;"">This is a good start. As an MEC candidate you would be expected to share widely. You could start on MoodleNet for example.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik. Sebagai kandidat MEC Anda diharapkan untuk berbagi secara luas. Anda bisa memulai di MoodleNet misalnya.</p>",id,537
f6eb50b41d2294b49958db302649adbc,I regularly share with colleagues both inside and outside of our organisation.,Saya rutin berbagi dengan kolega baik di dalam maupun di luar organisasi kami.,id,537
ae3e40b803d82ddf4b87aad55eb1678f,"<p dir=""ltr"" style=""text-align: left;"">You sound like a good candidate for the MEC. Perhaps in your application you can highlight some resources you have shared publicly?</p>","<p dir=""ltr"" style=""text-align: left;"">Anda terlihat seperti kandidat yang baik untuk MEC. Mungkin dalam lamaran Anda, Anda dapat menyoroti beberapa sumber yang telah Anda bagikan secara publik?</p>",id,537
d82a6a48f9081b111eadeea5f56b7da1,"<p dir=""ltr"" style=""text-align: left;"">How often do you participate in online training opportunities such as MOOCs or online webinars?</p>","<p dir=""ltr"" style=""text-align: left;"">Seberapa sering Anda berpartisipasi dalam peluang pelatihan daring seperti MOOC atau webinar daring?</p>",id,537
cd40928aa0eda35d7f4320d25f1829f1,Your answer is correct.,,id,537
a6ba1ffe42b3689bad367a1521d33703,Your answer is partially correct.,,id,537
db6579de8eff75ffc6a4d53ab1f6168b,Your answer is incorrect.,,id,537
5efdbcd39ba86576e9abaad40fc1dcb8,"<p dir=""ltr"" style=""text-align: left;"">I have only just started to do this (or I plan to do it now).</p>","<p dir=""ltr"" style=""text-align: left;"">Saya baru saja mulai melakukan ini (atau saya berencana melakukannya sekarang).</p>",id,537
89eace6885f665920a382c9c83fbcbd7,"<p dir=""ltr"" style=""text-align: left;"">Good that you have started doing this, but you really need more experience in this before you can confidently take the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Bagus Anda sudah mulai melakukan ini, tetapi Anda benar-benar membutuhkan lebih banyak pengalaman dalam hal ini sebelum Anda dapat dengan percaya diri mengikuti MEC.</p>",id,537
703dc8ad2a7e590829cbd64fa4933fd0,"<p dir=""ltr"" style=""text-align: left;"">I have&nbsp; attended webinars and tried at least one online course such as a MOOC.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya telah&nbsp; menghadiri webinar dan mencoba setidaknya satu kursus daring seperti MOOC.</p>",id,537
39ab8504e6da10152aa6feafc4d1a312,"<p dir=""ltr"" style=""text-align: left;"">This is a good start. Depending on your other training and experience, you might be ready for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik. Tergantung pada pelatihan dan pengalaman Anda yang lain, Anda mungkin siap untuk MEC.</p>",id,537
a4d07a0bdd86032c131fcc82abf72474,"<p dir=""ltr"" style=""text-align: left;"">I not only participate in online training opportunities but I also design and/or run them for others.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya tidak hanya berpartisipasi dalam peluang pelatihan online tetapi saya juga merancang dan/atau menjalankannya untuk orang lain.</p>",id,537
92978bdad0fc4a73d85638f5c059a2a0,"<p dir=""ltr"" style=""text-align: left;"">Your experience suggests you are ready to take the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Pengalaman Anda menunjukkan bahwa Anda siap mengikuti MEC.</p>",id,537
9978aced04e0aba424d770fea2babb4a,"<p dir=""ltr"" style=""text-align: left;"">How many of these teaching techniques have you tried in Moodle?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Collaborative work.</li><li>Gamification.</li><li>Self-regulated learning.</li><li>Formative (ungraded) assessment.</li></ul><p></p>","<p dir=""ltr"" style=""text-align: left;"">Berapa banyak teknik pengajaran berikut yang telah Anda coba di Moodle?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Kerja kolaboratif.</li><li>Gamifikasi.</li><li>Pembelajaran mandiri.</li><li>Penilaian formatif (tidak dinilai).</li></ul><p></p>",id,537
4e3c1c0a35a68062d7217f087b873cb5,Your answer is correct.,,id,537
7ff64393a95908286457b62a3e2aca9c,Your answer is partially correct.,,id,537
3bbc724470fa35ef7e3d30654f5af0a8,Your answer is incorrect.,,id,537
ca6733018982a98f399e094c3485a71a,"<p dir=""ltr"" style=""text-align: left;"">None of them yet, but I plan to try them soon.</p>","<p dir=""ltr"" style=""text-align: left;"">Belum ada satupun, tapi saya berencana untuk segera mencobanya.</p>",id,537
4a6b834f5ae8e1e36a90a86d120b22ed,"<p dir=""ltr"" style=""text-align: left;"">An experienced online educator should have tried at least a couple of these. You probably need more experience before applying to do the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Seorang pendidik online berpengalaman seharusnya mencoba setidaknya beberapa di antaranya. Anda mungkin memerlukan lebih banyak pengalaman sebelum mendaftar untuk melakukan MEC.</p>",id,537
e216f7a21857499e32b1ce5002110806,"One, two or three.","Satu, dua atau tiga.",id,537
380401b21aa92c8a490ee59b169d8ce3,"<p dir=""ltr"" style=""text-align: left;"">You have made a start. Depending on your other experience and training you might be ready for the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Anda telah memulai. Tergantung pada pengalaman dan pelatihan Anda yang lain, Anda mungkin siap untuk MEC.</p>",id,537
576a9a7b1ca08a8467b6c2c1bda51241,"<p dir=""ltr"" style=""text-align: left;"">I have tried all four at least once.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya telah mencoba keempatnya setidaknya sekali.</p>",id,537
d32563342fce0c058f945ce819e9e16c,Your answer suggests you use a variety of techniques and are a good candidate for the MEC.,Jawaban Anda menyarankan Anda menggunakan berbagai teknik dan merupakan kandidat yang baik untuk MEC.,id,537
27010b20620b2e24c692112675493a81,"<p dir=""ltr"" style=""text-align: left;"">How do you mainly use Moodle?</p>","<p dir=""ltr"" style=""text-align: left;"">Bagaimana Anda biasanya menggunakan Moodle?</p>",id,537
ba2f964dd2577bf29bf21b205fe6a681,Your answer is correct.,Jawaban Anda benar.,id,537
5bf3e802a47269a3422c5fde970cec04,Your answer is partially correct.,Jawaban Anda sebagian benar.,id,537
0e45d840277daa02c6397a8737e62156,Your answer is incorrect.,Jawaban Anda salah.,id,537
9d0da78cc6e315272f1b6385fac6be4f,So far I have only used the materials given to me by my colleagues.,Sejauh ini saya hanya menggunakan materi yang diberikan oleh rekan-rekan saya.,id,537
d650fd0c04eb554489fda04ffcd8e98a,"<p dir=""ltr"" style=""text-align: left;"">An MEC candidate really needs to have created their own&nbsp; course materials using Moodle activities and resources as well as with other software.</p>","<p dir=""ltr"" style=""text-align: left;"">Seorang kandidat MEC harus benar-benar membuat materi kursusnya sendiri&nbsp; menggunakan aktivitas dan sumber daya Moodle serta perangkat lunak lain.</p>",id,537
365eb4b6c28d4b35002521aaca9d6b1b,"<p dir=""ltr"" style=""text-align: left;"">I use it mainly for sharing documents and weblinks with my learners.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya menggunakannya terutama untuk berbagi dokumen dan tautan web dengan peserta didik saya.</p>",id,537
3bc2b920ad9e7362a863bf09cc084bcb,"<p dir=""ltr"" style=""text-align: left;"">This is a good start, although you are probably not ready yet to take the MEC. An MEC candidate really needs to have created their own course materials using Moodle activities and resources as well as with other software.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik, meskipun Anda mungkin belum siap untuk mengikuti MEC. Kandidat MEC benar-benar perlu membuat materi kursus mereka sendiri menggunakan aktivitas dan sumber daya Moodle serta perangkat lunak lainnya.</p>",id,537
0363420543c3dfa55654a0ba32d39d23,"<p dir=""ltr"" style=""text-align: left;"">I use it in a variety of ways including grading activities, forum discussions and quizzes.<br></p>","<p dir=""ltr"" style=""text-align: left;"">Saya menggunakannya dalam berbagai cara termasuk aktivitas penilaian, diskusi forum, dan kuis.<br></p>",id,537
